Unnamed: 0,번호,질문,의도 카테고리,분류 클래스
541,542,2013년 4월 보험 1차개정 이후 실비보험의 보장내용에서 실비는 90% 보장하고 갱신기간은 1년으로하고 15년 재가입 방식으로 변경된 것을 언제부터 판매하나요?,보험 가입,0
542,543,2015년 9월 보험 2차개정 이후 실비보험의 보장내용은 어떻게 되었나요?,보험 보장,7
543,544,2016년 1월 보험 3차개정 이후 실비보험의 보장내용은 어떻게 되었나요?,보험 보장,7
544,545,2017년 4월 보험 4차개정 이후 실비보험의 보장내용은 어떻게 되었나요?,보험 보장,7
545,546,실비의 한방치료 보장여부가 궁금합니다.,보험금,3
546,547,2009년 10월 이전에서 일반상해의료비에서 한방치료는 얼마나 보장되었나요?,보험 보장,7
547,548,"질병, 상해 입원의료비 약관에 보장내용이 어떻게 나와 있나요?",특별 약관,5
548,549,"2009년 10월 이전에서 일반상해의료비 중 한방치료의 질병, 상해 통원의료비 약관에 보장내용이 어떻게 나와 있나요",특별 약관,5
549,550,헐~ 한방치료는 보상하지 않는다는 약관 아닙니까?,특별 약관,5
550,551,그럼 2009년 10월 이후 일반상해의료비에서 한방치료는 얼마나 보장되었나요?,보험 보장,7
551,552,"통원의료비, 입원의료비 전부 한방치료에 관해서는 급여에 대한 부분만 보장한다는 내용 아닌가요?",보험 보장,7
554,555,의사가 치료하면 의료비로 인정한다는 내용이네요?,보험 내용,10
558,559,건강보험 미적용 대상자는 본인부담금을 얼마나 보장받나요?,보험금,3
559,560,건강보험 미적용 대상자의 경우 약관에 따라 본인부담금액의 40%만 지급받게 된다는 거네요?,보험금,3
563,564,그런데 보험사에서는 건강보험 미적용 대상자라며 보험금을 40%만 지급하는 경우가 있다는 건가요?,보험금,3
564,565,비급여만 찍혀 있는 경우라도 보험사에서 요양급여 절차를 밟아서 보상해줘야 하는거 아닌가요?,보험 보장,7
565,566,이런 부당한 보험금 보장은 정부에서 나서서 정리해줘야 하는 거 아닌가요?,보험금,3
566,567,금감원에서 발표한 건강보험 미적용 대상관련 내용은 무엇인가요?,보험금,3
568,569,정상적인 요양급여 절차를 거치지 않는 경우 40%만 지급한다는 내용은 또 뭔가요?,보험 내용,10
571,572,2단계 요양급여를 받을 수 있는 자를 제외하고는 1단계의 절차없이 바로 2단계 절차를 밟게되는 경우는 40%를 보장한다는 것인데 무슨 의미인가요?,보험 보장,7
574,575,위 내용을 제외하고는 실비를 정상적으로 받아야 한다는 거 아닌가요?,보험 내용,10
575,576,보험중에서 암을 보장하는 내용이 궁금한데요. 특히 암의 보장범위를 설명해주세요.,보험금,3
578,579,진단을 받았는데도 위로금을 준다는 거는 좋은 담보아닌가요?,보험금,3
579,580,암진단비는 관련 보험들의 보장이 동일한 거 아닌가요?,보험 보장,7
581,582,유사암이란 담보는 보장이 어떻게 되나요?,보험 보장,7
582,583,보험사에서 유사암이라는 이름으로 따로 보장에서 예외를 둔 범주가 정말 중요한 거네요?,보험 보장,7
583,584,약관에서 정한 유사암은 무엇인가요?,특별 약관,5
585,586,암의 보장범위에서 유사암에 대장점막내암이 빠져있다면 보장이 어떻게 된다는 건가요?,보험 보장,7
586,587,"암보장범위에서 유사암인 기타피부암, 갑상선암, 제자리암, 경계성종양, 대장점막내암의 보장은 보험사마다 많이 차이가 나나요?",보험 보장,7
587,588,다른 두 회사의 지급보험금이 차이가 10%나 있네요?,보험금,3
588,589,그리고 대장점막내암을 일반암으로 보장을 해주는지도 확인해보라는 말씀이죠?,보험 보장,7
590,591,생보사의 암 보장범위는 다양한가요?,보험 보장,7
591,592,생보사의 암 보장범위를 세분화하면 가입자에게는 얼마나 보장이 되나요?,보험 가입,0
592,593,그럼 주계약에서 고액치료비관련암의 암진단금은 얼마인가요?,보험금,3
593,594,생보사의 암 보장범위를 세분화하면 가입자는 이해가 어려운거 아닌가요?,보험 가입,0
594,595,암을 보장하는 목적으로 한다면 어떤 상품이 좋을까요?,보험 보장,7
595,596,암보장에서 고액암 특약에 대해 배우고 보험금 청구에 적용하려고 합니다.,보험금,3
597,598,고액의 치료비가 들어간다는 것은 담보가 제한적이다는 내용이죠?,보험 내용,10
599,600,5대 고액암 보장보험은 일반암 보장이 없는 건가요?,보험 보장,7
600,601,진단비 특약으로 일반암 보장을 5000만원만 받는단 건가요?,보험 보장,7
602,603,3대 고액암보험은 어느 보험사에서 판매하는 상품인가요?,보험 내용,10
603,604,생보사의 암보장보험은 몇대 고액암이라는 수식어가 항상 붙는 상품인가요?,보험 보장,7
604,605,생명사 암보험 상품에 가입을 했는데 고액암이 있다면 보장내용은 어떤가요?,보험 가입,0
614,615,"3대, 5대, 10대특정암 말고 더 많은 특정암 상품이 있나요?",보험 내용,10
617,618,00츠화재에서만 판매를 하고 있다는 16대특정암은 어떤 암을 보장하나요?,보험 보장,7
618,619,00츠화재에서만 판매를 하고 있다는 16대특정암의 보장은 어떤가요?,보험 보장,7
621,622,암보장을 위해 고액암특약에 가입하는 게 좋을까요 아님 일반암진단비를 올리는 게 좋을까요?,보험 가입,0
622,623,생명사 상품 중 고액암보험은 어떤가요?,보험 내용,10
623,624,그래도 고액암특약을 한다면 어떤 상품에 가입하는 것이 보장이 좀 더 나을까요?,보험 가입,0
624,625,청구서에 서명이 많은데 다해야 하나요?,보험 청구,8
626,627,지급청구는 간소화는 안되나요?,보험 청구,8
628,629,지급청구를 하면 지급은 언제되나요?,보험 청구,8
631,632,보장형과 배당형펀드에서 인출되는 같이 경우는 어떻게 됩니까?,보험 보장,7
633,634,청구서상 퇴직자 서명을 해야 하나요?,보험 청구,8
635,636,연금을 지급한다는데 뭔가요?,보험금,3
636,637,대부분 청구는 누가 담당하나요?,보험 청구,8
638,639,지금 청구하면 언제쯤 지급됩니까?,보험금,3
642,643,보험금 청구를 하려고합니다.,보험금,3
646,647,처리기간은 얼마나 걸리나요.,보험 기간,6
647,648,보험금은 어디로 받을 수 있나요.,보험금,3
648,649,보험금 청구를 하려고합니다.,보험금,3
652,653,처리기간은 얼마나 걸리나요.,보험 기간,6
653,654,보험금은 어디로 받을 수 있나요.,보험금,3
657,658,"네, 근데, 설치했을때, 어떻게 보험청구를 하나요? 또 필요서류들이 많나요?",보험 청구,8
658,659,첨부파일은 저때 서류 내려고 준비해놓은거 다요?,보험 서류,14
661,662,"제가 교육활동 진행하다 화상을 입었는데, 보상을 받을 수 있는가요?",보험 보장,7
662,663,"네, 좀 많이 다쳤는데, 보상 받을 수 있나요?",보험 보장,7
664,665,얼마나 보상받을 수 있을까요?,보험 보장,7
665,666,교육을 했던 사업장에 청구를 하면 될까요?,보험 청구,8
673,674,그럼 얼마나 환급받을 수 있나요?,보험 환급,1
675,676,아 환급되는데 얼마나 걸리나요?,보험 환급,1
676,677,혹시 제가 보험 청구하면 다음달부터 보험금이 오르나요?,보험금,3
678,679,그것도 같이 환급 받을 수 있나요?,보험 환급,1
679,680,지난주 금요일에 임플란트한거 청구했는데 아직도 입금이 안되었는데 확인좀해주실수있나요?,보험금,3
684,685,3일지나고 지급되기도 하나요?,보험 수령,12
687,688,임플란트하고 크라운치료받은거 청구할수있나요?,보험 청구,8
688,689,필요한서류가있나요?,보험 서류,14
690,691,보험금청구서와 치아치료확인서를 어디서 받을수있나요?,보험금,3
692,693,치아보험청구시 필요한 것들도 팩스로 받을수있나요?,보험 청구,8
693,694,보험금청구서와 치아치료확인서도 같이보내주실수있나요?,보험금,3
694,695,약관도 같이 보내주실수있나요?,특별 약관,5
696,697,약관을 잃어버렸는데 보상안되나요?,특별 약관,5
697,698,제가 대장암진단받았는데 암진단금 청구하려면 어떻게 해야되나요?,보험금,3
698,699,계약자는 남편인데 제가 청구해도 되나요?,보험 청구,8
702,703,암진단금이 얼마인가요?,보험금,3
703,704,지급되는데 얼마나 걸리나요?,보험 수령,12
704,705,며칠전에 CT찍은거 실비청구했는데 추가서류가 있나요?,보험 청구,8
705,706,저번에는 영수증으로만 청구해도 지급되었는데 왜다르죠?,보험 청구,8
706,707,비급여항목으로 청구하는 건은 추가서류가 꼭 필요한가요?,보험 청구,8
712,713,보상되는 화상은 뭔가요?,보험 보장,7
714,715,화상진단금이 얼마인가요?,보험금,3
716,717,진단명확인후에 청구해야된다는거죠?,보험 청구,8
717,718,팩스로 보험금청구를 했는데 접수문자가 왜안오죠?,보험금,3
721,722,청구된건가요?,보험 청구,8
722,723, 발가락이 골절되어 입원치료중인데 궁금한거 확인해주실수있나요?,보험금,3
724,725,며칠동안 보상되나요?,보험 보장,7
727,728,서류는 어떤게 필요한가요?,보험 서류,14
728,729,실비도 청구되죠?,보험 청구,8
729,730,임플란트랑 크라운치료받았는데 청구되나요?,보험 청구,8
730,731,필요한서류가있나요?,보험 서류,14
732,733,보험금청구서와 치아치료확인서를 어디서 받을수있나요?,보험금,3
734,735,치아보험청구시 필요한 내용은 어디서 확인되니요?,보험 청구,8
735,736,보험금청구서와 치아치료확인서도 같이보내주실수있나요?,보험금,3
736,737,보장내용도 같이 보내주시나요?,보험 보장,7
738,739,증권없으면 보상안되나요?,보험 보장,7
740,741,보상되는게 뭔가요?,보험 보장,7
741,742,필요서류는 뭔가요?,보험 서류,14
744,745,복통으로 입원을 했는데 청구하려면 어떻게 해야되나요?,보험 청구,8
745,746,병원에서 바로 청구가능한가요?,보험 청구,8
747,748,어떤 보상이 되나요?,보험 보장,7
749,750,서류는 어떤건가요?,보험 서류,14
750,751,밤에 넘어져서 응급실을 다녀왔는데 보상이 되나요?,보험 보장,7
751,752,응급실갔다가 다음날부터는 외과를 다녔는데 골절인데 보험금이 얼마인가요?,보험금,3
752,753,골절진단금이 없는보험이라구요?,보험금,3
754,755,타사에도 보험금청구해주실수있나요?,보험금,3
759,760,청구가능한가요?,보험 청구,8
760,761,필요한서류가 뭔가요?,보험 서류,14
762,763,청구하면 얼마나 걸리죠?,보험 청구,8
763,764,더 보상받을게 있을까요?,보험 보장,7
765,766,청구는 어떻게하나요?,보험 청구,8
766,767,얼마나 보상받을수있나요?,보험 보장,7
767,768,허리골절로 수술했는데 청구하려면 어떻게하죠?,보험 청구,8
770,771,어느 보장에서 나오나요?,보험 보장,7
772,773,가입급액이 얼마로 돼 있나요?,보험 가입,0
773,774,청구방법을 알려주실수있나요?,보험 청구,8
776,777,실손의료보험에 가입한 게 있어서 치료비 청구하려고요.,보험 가입,0
781,782,"실손의료보험 가입했고요, 입원치료비 청구하려고 합니다.",보험 가입,0
783,784,인터넷으로 보험금을 청구할 때 이 자료들을 스캔하여 첨부하면 되겠죠?,보험금,3
784,785,실손의료보험이 가입되어 있습니다.,보험 가입,0
789,790,사망보험금 청구하려면 서류 어떤 게 필요한가요.,보험금,3
790,791,상속관계서류는 뭐죠?,보험 서류,14
792,793,"아버지가 돌아가시고 어머니가 살아계시다면, 어머니가 사망보험금을 접수하셔야 하나요?",보험금,3
793,794,어머니께서 지금 너무 힘들어하셔서.. 제가 해도 된다는 거죠?,보험금,3
794,795,배우자 사망보험금을 접수하려고 하는데요..,보험금,3
795,796,진단사실 확인서류는 병원에서 알아서 발행 해주겠죠?,보험 서류,14
796,797,말씀해주신 서류 챙겨서 지점가면 되나요?,보험 서류,14
797,798,사망보험금 청구서류 문의 드립니다.,보험금,3
800,801,서류 준비해서 지점에 방문하면 되는 거죠?,보험 서류,14
802,803,제가 그 동안 치료받은 것을 한번도 청구 안 해서요.,보험 청구,8
803,804,몰아서 청구해도 되죠?,보험 청구,8
804,805,혹시 청구기한 같은 게 있나요?,보험 청구,8
805,806,그럼 접수일로부터 3년 전 것까지 청구해도 된다는 거네요?,보험 청구,8
